#{"t_start": 1719614991.6370544, "env_id": "CTFENVMA_sb3"}
r,l,t,c,f,p,a
0.0,671,3239.226969,0,64.111755,0.006451,656_0_1_2_6_2_4_0_0_0_0_0_0_0_
0.0,671,3246.964858,0,65.318932,2.336305,656_0_1_2_7_1_4_0_0_0_0_0_0_0_
0.0,671,3254.678297,0,53.856308,0.002319,653_0_1_5_7_1_3_0_1_0_0_0_0_0_
0.0,671,3264.116694,0,490.55246,2.797526,659_0_0_4_6_1_1_0_0_0_0_0_0_0_
0.0,671,3271.958257,0,64.093002,0.008509,655_0_1_2_7_2_4_0_0_0_0_0_0_0_
0.0,671,3279.500767,0,62.721169,2.555183,655_0_1_3_8_0_4_0_0_0_0_0_0_0_
0.0,671,3298.450906,0,66.841812,0.002701,653_0_0_4_8_2_4_0_0_0_0_0_0_0_
0.0,671,3309.305356,0,628.789856,2.570342,661_0_0_5_5_0_0_0_0_0_0_0_0_0_
0.0,671,3316.529883,0,628.789856,2.570342,661_0_0_5_5_0_0_0_0_0_0_0_0_0_
0.0,671,3323.832781,0,628.789856,2.570342,661_0_0_5_5_0_0_0_0_0_0_0_0_0_
0.0,671,3331.065145,0,628.789856,2.570342,661_0_0_5_5_0_0_0_0_0_0_0_0_0_
0.0,671,3337.990383,0,628.789856,2.570342,661_0_0_5_5_0_0_0_0_0_0_0_0_0_
0.0,671,3344.833172,0,628.789856,2.570342,661_0_0_5_5_0_0_0_0_0_0_0_0_0_
0.0,671,3351.719559,0,628.789856,2.570342,661_0_0_5_5_0_0_0_0_0_0_0_0_0_
0.0,671,3358.793662,0,628.789856,2.570342,661_0_0_5_5_0_0_0_0_0_0_0_0_0_
0.0,671,3365.985834,0,628.789856,2.570342,661_0_0_5_5_0_0_0_0_0_0_0_0_0_
0.0,671,3373.169801,0,628.789856,2.570342,661_0_0_5_5_0_0_0_0_0_0_0_0_0_
0.0,671,3381.069253,0,61.535351,0.004072,656_0_1_3_6_1_4_0_0_0_0_0_0_0_
0.0,671,3388.880908,0,44.534828,2.199811,655_0_3_3_7_1_2_0_0_0_0_0_0_0_
0.0,671,3421.470297,0,52.330719,2.322378,655_0_2_3_8_0_3_0_0_0_0_0_0_0_
0.0,671,3429.457292,0,51.248581,0.001941,652_0_1_6_9_0_3_0_0_0_0_0_0_0_
0.0,671,3437.438215,0,64.090286,0.006924,654_0_1_2_8_2_4_0_0_0_0_0_0_0_
0.0,671,3447.075043,0,57.677296,2.860007,654_0_1_4_7_1_3_0_1_0_0_0_0_0_
0.0,671,3454.894175,0,67.809929,2.676424,654_0_0_5_8_1_2_1_0_0_0_0_0_0_
0.0,671,3465.267449,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3472.128037,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3479.115717,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3486.290446,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3493.314854,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3500.425344,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3507.683633,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3514.900817,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3521.951755,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3528.970206,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3544.293592,0,68.070457,2.41743,655_0_0_4_7_1_4_0_0_0_0_0_0_0_
0.0,671,3553.769957,0,45.179245,2.889897,657_0_1_2_6_3_1_0_0_1_0_0_0_0_
0.0,671,3561.590864,0,50.013023,2.34214,651_0_1_6_10_1_2_0_0_0_0_0_0_0_
0.0,671,3569.449411,0,53.576393,0.002838,653_0_1_6_7_1_2_1_0_0_0_0_0_0_
0.0,671,3578.842694,0,42.286915,2.46035,653_0_2_5_7_2_1_0_1_0_0_0_0_0_
0.0,671,3586.364772,0,50.0257,2.303875,652_0_1_6_9_1_2_0_0_0_0_0_0_0_
0.0,671,3593.96591,0,49.996288,2.094683,649_0_1_8_10_1_2_0_0_0_0_0_0_0_
0.0,671,3606.332717,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3613.42649,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3620.512262,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3627.513212,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3634.577687,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3641.394804,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3648.188178,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3655.016258,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3662.100645,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3669.14079,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3676.887522,0,52.355881,2.542058,655_0_2_3_7_1_3_0_0_0_0_0_0_0_
0.0,671,3684.733221,0,51.093964,0.001038,654_0_2_4_7_1_3_0_0_0_0_0_0_0_
0.0,671,3694.21547,0,57.680008,2.553608,655_0_1_4_7_1_3_0_0_0_0_0_0_0_
0.0,671,3701.781469,0,47.292072,2.197481,654_0_2_5_7_1_2_0_0_0_0_0_0_0_
0.0,671,3709.304333,0,52.62075,2.680556,652_0_1_5_8_2_2_0_1_0_0_0_0_0_
0.0,671,3718.69275,0,64.370361,0.002941,651_0_0_4_9_4_3_0_0_0_0_0_0_0_
0.0,671,3726.43056,0,55.22123,2.794828,654_0_1_4_7_3_2_0_0_0_0_0_0_0_
0.0,671,3737.061141,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3744.105491,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3751.244157,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3758.214667,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3765.047995,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3771.886191,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3778.907373,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3785.985086,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3792.965973,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3799.94169,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,3807.65269,0,51.120171,2.35604,656_0_2_3_6_1_3_0_0_0_0_0_0_0_
-1.0,593,3816.314145,0,25.612125,0.006906,576_0_1_3_6_3_3_1_0_0_0_0_0_0_
0.0,671,3823.887985,0,48.655968,0.000334,653_0_2_3_8_3_2_0_0_0_0_0_0_0_
0.0,671,3831.311552,0,57.680008,2.563232,655_0_1_4_7_1_3_0_0_0_0_0_0_0_
0.0,671,3840.730385,0,60.406185,2.565605,652_0_0_6_9_1_3_0_0_0_0_0_0_0_
0.0,671,3848.504168,0,52.623463,2.574802,653_0_1_5_8_2_2_0_0_0_0_0_0_0_
0.0,671,3856.257674,0,51.123539,0.003906,655_0_2_3_7_1_3_0_0_0_0_0_0_0_
0.0,671,3867.836121,0,777.273926,2.799116,665_0_0_3_3_0_0_0_0_0_0_0_0_0_
0.0,671,3874.808078,0,777.273926,2.799116,665_0_0_3_3_0_0_0_0_0_0_0_0_0_
0.0,671,3881.664829,0,777.273926,2.799116,665_0_0_3_3_0_0_0_0_0_0_0_0_0_
0.0,671,3888.465174,0,777.273926,2.799116,665_0_0_3_3_0_0_0_0_0_0_0_0_0_
0.0,671,3895.264797,0,777.273926,2.799116,665_0_0_3_3_0_0_0_0_0_0_0_0_0_
0.0,671,3902.291817,0,777.273926,2.799116,665_0_0_3_3_0_0_0_0_0_0_0_0_0_
0.0,671,3909.341582,0,777.273926,2.799116,665_0_0_3_3_0_0_0_0_0_0_0_0_0_
0.0,671,3916.446313,0,777.273926,2.799116,665_0_0_3_3_0_0_0_0_0_0_0_0_0_
0.0,671,3923.521229,0,777.273926,2.799116,665_0_0_3_3_0_0_0_0_0_0_0_0_0_
0.0,671,3930.481896,0,777.273926,2.799116,665_0_0_3_3_0_0_0_0_0_0_0_0_0_
0.0,671,3939.819006,0,49.46423,2.554428,656_1_0_4_7_0_3_0_0_0_0_0_0_0_
0.0,671,3947.515051,0,60.403473,2.456074,651_0_0_6_10_1_3_0_0_0_0_0_0_0_
-1.0,355,3951.581411,0,6.935253,2.088789,334_1_0_7_8_1_2_2_0_0_0_0_0_0_
-1.0,421,3956.51122,0,15.066813,2.091846,402_0_2_5_8_0_3_1_0_0_0_0_0_0_
-1.0,285,3961.677011,0,14.402355,0.692616,265_0_0_3_6_2_5_4_0_0_0_0_0_0_
-1.0,342,3965.777562,0,20.108498,2.333966,321_0_1_6_8_1_3_2_0_0_0_0_0_0_
0.0,671,3973.611952,0,57.808418,2.332676,651_0_0_7_10_0_3_0_0_0_0_0_0_0_
0.0,671,3981.405372,0,60.275063,2.700645,655_0_1_3_7_2_3_0_0_0_0_0_0_0_
-1.0,382,3987.798733,0,33.094002,1.952392,361_0_0_5_8_2_4_2_0_0_0_0_0_0_
0.0,671,4000.682621,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4007.563112,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4014.377783,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4021.447443,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4028.48149,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4035.43851,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4042.397481,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4049.37035,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4056.359717,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4063.34056,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
-1.0,408,4081.344317,0,27.928658,2.710681,388_0_0_7_8_1_2_2_0_0_0_0_0_0_
-1.0,509,4087.355539,0,14.611348,2.099646,489_0_3_4_7_1_3_2_0_0_0_0_0_0_
0.0,671,4097.142637,0,59.666119,2.17333,650_0_1_5_8_2_3_2_0_0_0_0_0_0_
0.0,671,4104.910998,0,267.829071,2.454355,653_0_0_7_8_1_2_0_0_0_0_0_0_0_
-1.0,536,4111.340705,0,25.740538,2.685146,515_0_0_6_9_2_3_1_0_0_0_0_0_0_
-1.0,275,4114.680823,0,25.202646,2.333529,257_0_1_5_8_0_2_2_0_0_0_0_0_0_
-1.0,346,4138.9812,0,24.90451,2.219755,326_0_1_6_8_0_2_3_0_0_0_0_0_0_
-1.0,468,4144.576833,0,1.563483,1.858368,446_0_0_7_8_0_3_4_0_0_0_0_0_0_
-1.0,327,4148.535131,0,4.011905,1.124112,307_0_1_3_6_2_4_4_0_0_0_0_0_0_
-1.0,564,4155.211669,0,32.793156,1.613729,540_0_0_6_9_2_4_3_0_0_0_0_0_0_
0.0,671,4165.047683,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4172.132571,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4178.963449,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4185.937679,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4192.932324,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4200.007543,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4207.064815,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4214.253648,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4221.452637,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4228.701604,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
-1.0,419,4258.431658,0,10.157268,1.994363,397_0_1_8_10_0_2_1_0_0_0_0_0_0_
0.0,671,4266.078679,0,337.024536,2.583098,654_0_0_7_8_2_0_0_0_0_0_0_0_0_
-1.0,384,4270.674918,0,30.539263,2.565627,365_0_0_6_8_1_2_2_0_0_0_0_0_0_
-1.0,637,4278.112454,0,12.911629,1.998453,614_0_0_10_11_0_1_1_0_0_0_0_0_0_
0.0,671,4287.566201,0,408.658813,2.461839,655_0_0_7_8_1_0_0_0_0_0_0_0_0_
0.0,671,4295.314144,0,173.964066,2.521849,652_0_0_5_8_2_2_2_0_0_0_0_0_0_
0.0,671,4302.858125,0,554.547852,2.456074,659_0_0_6_6_0_0_0_0_0_0_0_0_0_
0.0,671,4321.717967,0,628.789856,2.569848,661_0_0_5_5_0_0_0_0_0_0_0_0_0_
0.0,671,4331.563567,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4338.647793,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4345.850021,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4352.999531,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4360.058219,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4367.107291,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4374.100105,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4381.332234,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4388.598111,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4395.766534,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,4403.672409,0,628.789856,2.562817,661_0_0_5_5_0_0_0_0_0_0_0_0_0_
0.0,671,4411.648186,0,628.789856,2.569848,661_0_0_5_5_0_0_0_0_0_0_0_0_0_
0.0,671,4443.80991,0,493.147491,2.999244,659_0_0_3_6_2_1_0_0_0_0_0_0_0_
0.0,671,4451.766802,0,633.982666,3.019374,662_0_0_3_4_2_0_0_0_0_0_0_0_0_
0.0,671,4459.674814,0,352.330444,2.739589,659_0_0_3_5_2_2_0_0_0_0_0_0_0_
-1.0,555,4468.07638,0,27.890947,1.832242,533_0_1_3_9_4_3_2_0_0_0_0_0_0_
0.0,671,4475.769525,0,424.244537,2.421673,657_0_0_1_6_7_0_0_0_0_0_0_0_0_
0.0,671,4487.625657,0,498.471161,2.303117,657_0_0_0_7_7_0_0_0_0_0_0_0_0_
0.0,671,4494.710939,0,498.471161,2.303117,657_0_0_0_7_7_0_0_0_0_0_0_0_0_
0.0,671,4501.811961,0,498.471161,2.303117,657_0_0_0_7_7_0_0_0_0_0_0_0_0_
0.0,671,4508.996221,0,498.471161,2.303117,657_0_0_0_7_7_0_0_0_0_0_0_0_0_
0.0,671,4516.213125,0,498.471161,2.303117,657_0_0_0_7_7_0_0_0_0_0_0_0_0_
0.0,671,4523.415866,0,498.471161,2.303117,657_0_0_0_7_7_0_0_0_0_0_0_0_0_
0.0,671,4530.59558,0,498.471161,2.303117,657_0_0_0_7_7_0_0_0_0_0_0_0_0_
0.0,671,4537.624728,0,498.471161,2.303117,657_0_0_0_7_7_0_0_0_0_0_0_0_0_
0.0,671,4544.460674,0,498.471161,2.303117,657_0_0_0_7_7_0_0_0_0_0_0_0_0_
0.0,671,4551.295767,0,498.471161,2.303117,657_0_0_0_7_7_0_0_0_0_0_0_0_0_
0.0,671,4566.224003,0,352.594849,2.276508,654_0_0_1_8_8_0_0_0_0_0_0_0_0_
0.0,671,4573.95785,0,426.824188,2.173521,655_0_0_0_8_8_0_0_0_0_0_0_0_0_
0.0,671,4581.758042,0,424.231873,2.38979,656_0_0_1_7_7_0_0_0_0_0_0_0_0_
-1.0,403,4586.627121,0,33.407913,1.652204,384_0_1_0_8_6_3_1_0_0_0_0_0_0_
0.0,671,4596.023687,0,426.824188,2.128172,655_0_0_0_8_8_0_0_0_0_0_0_0_0_
0.0,671,4603.589493,0,355.177216,1.954214,653_0_0_0_9_9_0_0_0_0_0_0_0_0_
0.0,671,4611.311912,0,426.824188,2.100963,655_0_0_0_8_8_0_0_0_0_0_0_0_0_
-1.0,489,4620.363244,0,14.954943,0.152176,466_0_0_0_9_8_3_3_0_0_0_0_0_0_
0.0,671,4628.466063,0,466.25531,2.55082,667_2_0_0_1_1_0_0_0_0_0_0_0_0_
0.0,671,4635.513566,0,466.25531,2.55082,667_2_0_0_1_1_0_0_0_0_0_0_0_0_
0.0,671,4642.62157,0,466.25531,2.55082,667_2_0_0_1_1_0_0_0_0_0_0_0_0_
0.0,671,4649.663622,0,466.25531,2.55082,667_2_0_0_1_1_0_0_0_0_0_0_0_0_
0.0,671,4656.705586,0,466.25531,2.55082,667_2_0_0_1_1_0_0_0_0_0_0_0_0_
0.0,671,4663.590973,0,466.25531,2.55082,667_2_0_0_1_1_0_0_0_0_0_0_0_0_
0.0,671,4670.478009,0,466.25531,2.55082,667_2_0_0_1_1_0_0_0_0_0_0_0_0_
0.0,671,4677.399577,0,466.25531,2.55082,667_2_0_0_1_1_0_0_0_0_0_0_0_0_
0.0,671,4684.430068,0,466.25531,2.55082,667_2_0_0_1_1_0_0_0_0_0_0_0_0_
0.0,671,4691.509745,0,466.25531,2.55082,667_2_0_0_1_1_0_0_0_0_0_0_0_0_
-1.0,206,4694.00173,0,5.747544,2.347958,193_2_1_0_3_2_2_3_0_0_0_0_0_0_
0.0,671,4701.77927,0,394.608337,2.544767,665_2_0_0_2_2_0_0_0_0_0_0_0_0_
0.0,671,4709.44799,0,394.652191,2.546402,666_2_0_0_1_2_0_0_0_0_0_0_0_0_
0.0,671,4718.724625,0,394.652191,2.546402,666_2_0_0_1_2_0_0_0_0_0_0_0_0_
0.0,671,4726.237891,0,394.564453,2.672288,664_2_0_0_3_2_0_0_0_0_0_0_0_0_
0.0,671,4733.651362,0,466.25531,2.55082,667_2_0_0_1_1_0_0_0_0_0_0_0_0_
0.0,671,4743.062559,0,323.005219,2.696676,664_2_0_0_2_3_0_0_0_0_0_0_0_0_
0.0,671,4750.765653,0,394.608337,2.615305,665_2_0_0_2_2_0_0_0_0_0_0_0_0_
0.0,671,4758.991297,0,697.299194,2.835645,668_1_0_0_0_1_0_0_1_0_0_0_0_0_
0.0,671,4766.05208,0,697.299194,2.835645,668_1_0_0_0_1_0_0_1_0_0_0_0_0_
0.0,671,4773.199639,0,697.299194,2.835645,668_1_0_0_0_1_0_0_1_0_0_0_0_0_
0.0,671,4780.082582,0,697.299194,2.835645,668_1_0_0_0_1_0_0_1_0_0_0_0_0_
0.0,671,4786.995474,0,697.299194,2.835645,668_1_0_0_0_1_0_0_1_0_0_0_0_0_
0.0,671,4793.787414,0,697.299194,2.835645,668_1_0_0_0_1_0_0_1_0_0_0_0_0_
0.0,671,4800.768177,0,697.299194,2.835645,668_1_0_0_0_1_0_0_1_0_0_0_0_0_
0.0,671,4807.82212,0,697.299194,2.835645,668_1_0_0_0_1_0_0_1_0_0_0_0_0_
0.0,671,4814.972598,0,697.299194,2.835645,668_1_0_0_0_1_0_0_1_0_0_0_0_0_
0.0,671,4822.036698,0,697.299194,2.835645,668_1_0_0_0_1_0_0_1_0_0_0_0_0_
0.0,671,4829.803413,0,394.554474,2.689042,664_2_0_0_3_2_0_0_0_0_0_0_0_0_
0.0,671,4839.191578,0,306.706848,2.074755,665_3_0_0_3_0_0_0_0_0_0_0_0_0_
0.0,671,4846.682019,0,325.422852,2.55082,665_2_0_0_2_1_1_0_0_0_0_0_0_0_
0.0,671,4854.222577,0,394.66217,2.452446,666_2_0_0_1_2_0_0_0_0_0_0_0_0_
-1.0,338,4859.946627,0,3.688437,2.388306,322_2_0_3_4_3_2_2_0_0_0_0_0_0_
-1.0,215,4862.572512,0,33.422283,1.843836,201_3_0_3_1_2_3_2_0_0_0_0_0_0_
-1.0,219,4865.201087,0,4.800534,1.534965,204_3_0_2_0_2_4_4_0_0_0_0_0_0_
-1.0,116,4866.689903,0,26.262011,2.102167,107_3_0_1_1_2_1_1_0_0_0_0_0_0_
-1.0,165,4868.667383,0,31.257088,2.091908,154_3_0_1_1_2_3_1_0_0_0_0_0_0_
-1.0,69,4869.489692,0,29.178638,2.412807,63_1_0_0_0_1_2_1_0_1_0_0_0_0_
0.0,671,4877.120905,0,322.986908,2.579219,664_2_0_1_1_3_0_0_0_0_0_0_0_0_
0.0,671,4892.2975,0,413.723785,0.000822,664_4_0_3_0_0_0_0_0_0_0_0_0_0_
0.0,671,4899.367853,0,413.723785,0.000822,664_4_0_3_0_0_0_0_0_0_0_0_0_0_
0.0,671,4906.422417,0,413.723785,0.000822,664_4_0_3_0_0_0_0_0_0_0_0_0_0_
0.0,671,4913.565759,0,413.723785,0.000822,664_4_0_3_0_0_0_0_0_0_0_0_0_0_
0.0,671,4920.807502,0,413.723785,0.000822,664_4_0_3_0_0_0_0_0_0_0_0_0_0_
0.0,671,4928.108665,0,413.723785,0.000822,664_4_0_3_0_0_0_0_0_0_0_0_0_0_
0.0,671,4935.46786,0,413.723785,0.000822,664_4_0_3_0_0_0_0_0_0_0_0_0_0_
0.0,671,4942.836549,0,413.723785,0.000822,664_4_0_3_0_0_0_0_0_0_0_0_0_0_
0.0,671,4950.279402,0,413.723785,0.000822,664_4_0_3_0_0_0_0_0_0_0_0_0_0_
0.0,671,4957.522319,0,413.723785,0.000822,664_4_0_3_0_0_0_0_0_0_0_0_0_0_
-1.0,208,4979.060248,0,31.257088,2.027282,197_3_0_1_1_2_3_1_0_0_0_0_0_0_
0.0,671,4986.817585,0,309.316925,1.583209,664_3_0_2_1_1_0_0_0_0_0_0_0_0_
-1.0,195,4989.158327,0,30.873486,1.84203,181_3_0_2_3_1_3_2_0_0_0_0_0_0_
-1.0,166,4991.252216,0,26.335951,1.684303,153_3_0_4_2_2_2_0_0_0_0_0_0_0_
-1.0,237,4994.0989,0,31.226084,1.915714,225_3_0_2_1_2_3_1_0_0_0_0_0_0_
0.0,671,5003.596306,0,309.213928,1.620209,663_3_0_3_1_1_0_0_0_0_0_0_0_0_
-1.0,233,5006.369536,0,23.615908,1.518485,220_3_0_4_2_1_2_1_0_0_0_0_0_0_
-1.0,420,5011.344998,0,27.436558,0.002376,410_3_0_0_3_1_2_1_0_0_0_0_0_0_
0.0,671,5018.989926,0,160.845444,0.57974,658_4_1_4_1_0_2_1_0_0_0_0_0_0_
0.0,671,5039.036179,0,306.675842,1.747476,664_3_0_1_3_0_0_0_0_0_0_0_0_0_
-1.0,323,5042.843821,0,12.725286,1.172962,311_4_0_3_3_0_2_0_0_0_0_0_0_0_
0.0,671,5056.233514,0,413.69278,0.004584,663_4_0_4_0_0_0_0_0_0_0_0_0_0_
0.0,671,5063.507058,0,413.69278,0.004584,663_4_0_4_0_0_0_0_0_0_0_0_0_0_
0.0,671,5070.758874,0,413.69278,0.004584,663_4_0_4_0_0_0_0_0_0_0_0_0_0_
0.0,671,5077.942202,0,413.69278,0.004584,663_4_0_4_0_0_0_0_0_0_0_0_0_0_
0.0,671,5085.039399,0,413.69278,0.004584,663_4_0_4_0_0_0_0_0_0_0_0_0_0_
0.0,671,5092.174273,0,413.69278,0.004584,663_4_0_4_0_0_0_0_0_0_0_0_0_0_
0.0,671,5099.391074,0,413.69278,0.004584,663_4_0_4_0_0_0_0_0_0_0_0_0_0_
0.0,671,5106.742553,0,413.69278,0.004584,663_4_0_4_0_0_0_0_0_0_0_0_0_0_
0.0,671,5114.077811,0,413.69278,0.004584,663_4_0_4_0_0_0_0_0_0_0_0_0_0_
0.0,671,5121.398134,0,413.69278,0.004584,663_4_0_4_0_0_0_0_0_0_0_0_0_0_
0.0,671,5129.376261,0,97.805923,0.00251,660_3_0_2_2_1_2_1_0_0_0_0_0_0_
0.0,671,5160.879449,0,161.929382,1.24239,657_3_0_6_4_0_1_0_0_0_0_0_0_0_
0.0,671,5169.02146,0,153.474503,0.004331,658_4_1_5_2_0_1_0_0_0_0_0_0_0_
-1.0,288,5172.482688,0,11.587958,0.001114,277_4_0_4_1_1_1_0_0_0_0_0_0_0_
0.0,671,5180.430623,0,90.30542,0.002537,657_3_0_5_3_1_1_0_1_0_0_0_0_0_
0.0,671,5190.17606,0,93.238495,0.006209,664_3_0_0_0_3_1_0_0_0_0_0_0_0_
-1.0,140,5191.871022,0,18.903713,1.922042,129_3_0_4_1_2_1_0_0_0_0_0_0_0_
0.0,671,5199.505188,0,103.928452,0.007689,659_2_0_6_0_3_1_0_0_0_0_0_0_0_
0.0,671,5212.967825,0,435.760284,0.005763,663_2_0_4_0_2_0_0_0_0_0_0_0_0_
0.0,671,5220.105792,0,435.760284,0.005763,663_2_0_4_0_2_0_0_0_0_0_0_0_0_
0.0,671,5227.36563,0,435.760284,0.005763,663_2_0_4_0_2_0_0_0_0_0_0_0_0_
0.0,671,5234.661922,0,435.760284,0.005763,663_2_0_4_0_2_0_0_0_0_0_0_0_0_
0.0,671,5241.908232,0,435.760284,0.005763,663_2_0_4_0_2_0_0_0_0_0_0_0_0_
0.0,671,5249.219873,0,435.760284,0.005763,663_2_0_4_0_2_0_0_0_0_0_0_0_0_
0.0,671,5256.670635,0,435.760284,0.005763,663_2_0_4_0_2_0_0_0_0_0_0_0_0_
0.0,671,5263.746391,0,435.760284,0.005763,663_2_0_4_0_2_0_0_0_0_0_0_0_0_
0.0,671,5270.826966,0,435.760284,0.005763,663_2_0_4_0_2_0_0_0_0_0_0_0_0_
0.0,671,5277.921055,0,435.760284,0.005763,663_2_0_4_0_2_0_0_0_0_0_0_0_0_
0.0,671,5287.643573,0,114.949516,0.008122,658_1_0_6_1_4_1_0_0_0_0_0_0_0_
0.0,671,5295.67901,0,81.84967,0.008469,658_4_1_5_1_1_1_0_0_0_0_0_0_0_
0.0,671,5303.616168,0,81.895149,0.006814,660_4_0_4_1_1_1_0_0_0_0_0_0_0_
-1.0,514,5311.515191,0,29.063416,0.00442,496_2_1_8_3_1_2_1_0_0_0_0_0_0_
0.0,671,5319.130026,0,43.461895,0.005597,660_1_0_4_0_5_1_0_0_0_0_0_0_0_
0.0,671,5326.858339,0,55.574902,0.006408,658_0_0_6_1_5_1_0_0_0_0_0_0_0_
-1.0,157,5328.671519,0,29.865292,2.135329,145_2_0_5_0_3_1_0_1_0_0_0_0_0_
